"행정구역","2022년05월_계_총인구수","2022년05월_계_연령구간인구수","2022년05월_계_0세"
"경상북도 경주시 황남동(4713057000)","4,389","3","3"
"경상북도 경주시 선도동(4713059000)","14,640","54","54"
"경상북도 경주시 월성동(4713060500)","5,793","20","20"
"경상북도 경주시 용강동(4713061500)","24,038","176","176"
"경상북도 경주시 황성동(4713062100)","28,069","138","138"
"경상북도 경주시 동천동(4713063000)","21,983","61","61"
"경상북도 경주시 불국동(4713065000)","9,870","56","56"
"경상북도 경주시 보덕동(4713066000)","1,713","3","3"
"경상북도 김천시 (4715000000)","140,023","764","764"
"경상북도 김천시 아포읍(4715025000)","7,916","41","41"
"경상북도 김천시 농소면(4715031000)","3,107","6","6"
"경상북도 김천시 남면(4715032000)","3,069","1","1"
"경상북도 김천시 개령면(4715034000)","2,428","7","7"
"경상북도 김천시 감문면(4715035000)","3,229","8","8"
"경상북도 김천시 어모면(4715036000)","4,034","10","10"
"경상북도 김천시 봉산면(4715037000)","3,027","5","5"
"경상북도 김천시 대항면(4715038000)","3,408","8","8"
"경상북도 김천시 감천면(4715039000)","1,933","5","5"
"경상북도 김천시 조마면(4715040000)","2,170","4","4"
"경상북도 김천시 구성면(4715041000)","2,776","5","5"
"경상북도 김천시 지례면(4715042000)","1,514","5","5"
"경상북도 김천시 부항면(4715043000)","1,238","1","1"
"경상북도 김천시 대덕면(4715044000)","2,287","3","3"
"경상북도 김천시 증산면(4715045000)","1,028","0","0"
"경상북도 김천시 자산동(4715051600)","6,443","15","15"
"경상북도 김천시 평화남산동(4715053600)","7,373","10","10"
"경상북도 김천시 양금동(4715056500)","3,780","7","7"
"경상북도 김천시 대신동(4715057500)","25,099","151","151"
"경상북도 김천시 대곡동(4715059500)","20,132","89","89"
"경상북도 김천시 지좌동(4715061000)","10,894","64","64"
"경상북도 김천시 율곡동(4715064000)","23,138","319","319"
"경상북도 안동시 (4717000000)","156,006","703","703"
"경상북도 안동시 풍산읍(4717025000)","6,389","11","11"
"경상북도 안동시 와룡면(4717031000)","3,965","2","2"
"경상북도 안동시 북후면(4717032000)","2,920","4","4"
"경상북도 안동시 서후면(4717033000)","3,499","6","6"
"경상북도 안동시 풍천면(4717034000)","7,086","69","69"
"경상북도 안동시 일직면(4717035000)","2,637","4","4"
"경상북도 안동시 남후면(4717036000)","1,682","3","3"
"경상북도 안동시 남선면(4717037000)","2,056","2","2"
"경상북도 안동시 임하면(4717038000)","2,780","5","5"
"경상북도 안동시 길안면(4717039000)","2,677","8","8"
"경상북도 안동시 임동면(4717040000)","1,708","1","1"
"경상북도 안동시 예안면(4717041000)","1,789","4","4"
"경상북도 안동시 도산면(4717042000)","1,550","2","2"
"경상북도 안동시 녹전면(4717043000)","1,709","3","3"
"경상북도 안동시 중구동(4717051000)","5,059","11","11"
"경상북도 안동시 명륜동(4717052000)","4,899","16","16"
"경상북도 안동시 용상동(4717055500)","21,961","106","106"
"경상북도 안동시 서구동(4717058500)","8,828","22","22"
"경상북도 안동시 태화동(4717060000)","12,916","80","80"
"경상북도 안동시 평화동(4717062000)","6,168","19","19"
"경상북도 안동시 안기동(4717063000)","6,170","26","26"
"경상북도 안동시 옥동(4717065000)","21,128","117","117"
"경상북도 안동시 송하동(4717066000)","15,980","109","109"
"경상북도 안동시 강남동(4717069000)","10,450","73","73"
"경상북도 구미시 (4719000000)","409,679","2,258","2,258"
"경상북도 구미시 선산읍(4719025000)","14,473","40","40"
"경상북도 구미시 고아읍(4719025300)","38,498","194","194"
"경상북도 구미시 산동읍(4719025600)","27,008","452","452"
"경상북도 구미시 무을면(4719031000)","1,816","1","1"
"경상북도 구미시 옥성면(4719032000)","1,658","0","0"
"경상북도 구미시 도개면(4719033000)","2,159","2","2"
"경상북도 구미시 해평면(4719034000)","3,971","1","1"
"경상북도 구미시 장천면(4719036000)","3,008","4","4"
"경상북도 구미시 송정동(4719051000)","23,671","117","117"
"경상북도 구미시 원평동(4719053500)","6,146","11","11"
"경상북도 구미시 도량동(4719055100)","28,709","112","112"
"경상북도 구미시 지산동(4719055500)","2,093","0","0"
"경상북도 구미시 선주원남동(4719056500)","38,622","148","148"
"경상북도 구미시 형곡1동(4719058200)","13,958","41","41"
"경상북도 구미시 형곡2동(4719058300)","16,408","33","33"
"경상북도 구미시 신평1동(4719059000)","3,264","9","9"
"경상북도 구미시 신평2동(4719060000)","3,093","21","21"
"경상북도 구미시 비산동(4719061000)","13,053","140","140"
"경상북도 구미시 광평동(4719063000)","4,289","13","13"
"경상북도 구미시 상모사곡동(4719064500)","30,801","165","165"
"경상북도 구미시 임오동(4719066000)","18,608","119","119"
"경상북도 구미시 인동동(4719067000)","47,597","238","238"
"경상북도 구미시 진미동(4719068000)","16,691","60","60"
"경상북도 구미시 양포동(4719069000)","45,710","287","287"
"경상북도 구미시 공단동(4719070000)","4,375","50","50"
"경상북도 영주시 (4721000000)","101,421","356","356"
"경상북도 영주시 풍기읍(4721025000)","10,387","19","19"
"경상북도 영주시 이산면(4721031000)","2,264","3","3"
"경상북도 영주시 평은면(4721032000)","1,407","2","2"
"경상북도 영주시 문수면(4721033000)","1,937","6","6"
"경상북도 영주시 장수면(4721034000)","2,114","3","3"
"경상북도 영주시 안정면(4721035000)","2,951","4","4"
"경상북도 영주시 봉현면(4721036000)","2,692","4","4"
"경상북도 영주시 순흥면(4721037000)","1,978","3","3"
"경상북도 영주시 단산면(4721038000)","1,839","0","0"
"경상북도 영주시 부석면(4721039000)","2,979","0","0"
"경상북도 영주시 상망동(4721051000)","7,360","22","22"
"경상북도 영주시 하망동(4721052500)","5,901","20","20"
"경상북도 영주시 영주1동(4721055000)","3,838","3","3"
"경상북도 영주시 영주2동(4721056000)","4,812","7","7"
"경상북도 영주시 휴천1동(4721059000)","6,384","18","18"
"경상북도 영주시 휴천2동(4721060000)","9,683","23","23"
"경상북도 영주시 휴천3동(4721061000)","7,527","33","33"
"경상북도 영주시 가흥1동(4721062000)","15,256","118","118"
"경상북도 영주시 가흥2동(4721063000)","10,112","68","68"
"경상북도 영천시 (4723000000)","101,391","499","499"
"경상북도 영천시 금호읍(4723025000)","10,545","37","37"
"경상북도 영천시 청통면(4723031000)","4,011","14","14"
"경상북도 영천시 신녕면(4723032000)","3,766","12","12"
"경상북도 영천시 화산면(4723033000)","3,135","9","9"
"경상북도 영천시 화북면(4723034000)","2,163","4","4"
"경상북도 영천시 화남면(4723035000)","3,222","4","4"
"경상북도 영천시 자양면(4723036000)","1,202","3","3"
"경상북도 영천시 임고면(4723037000)","4,134","12","12"
"경상북도 영천시 고경면(4723038000)","5,686","23","23"
"경상북도 영천시 북안면(4723039000)","4,395","10","10"
"경상북도 영천시 대창면(4723040000)","3,032","7","7"
"경상북도 영천시 동부동(4723051000)","27,942","180","180"
"경상북도 영천시 중앙동(4723052000)","9,598","50","50"
"경상북도 영천시 서부동(4723053500)","4,654","16","16"
"경상북도 영천시 완산동(4723054000)","9,841","97","97"
"경상북도 영천시 남부동(4723055500)","4,065","21","21"
"경상북도 상주시 (4725000000)","95,501","299","299"
"경상북도 상주시 함창읍(4725025000)","6,232","16","16"
"경상북도 상주시 중동면(4725031000)","1,366","1","1"
"경상북도 상주시 사벌국면(4725032500)","3,790","7","7"
"경상북도 상주시 낙동면(4725033000)","2,971","3","3"
"경상북도 상주시 낙동면동부출장소(4725033500)","976","2","2"
"경상북도 상주시 청리면(4725034000)","2,569","1","1"
"경상북도 상주시 공성면(4725035000)","3,908","6","6"
"경상북도 상주시 외남면(4725036000)","1,615","1","1"
"경상북도 상주시 내서면(4725037000)","1,856","1","1"
"경상북도 상주시 모동면(4725038000)","2,566","2","2"
"경상북도 상주시 모서면(4725039000)","1,694","5","5"
"경상북도 상주시 모서면서부출장소(4725039500)","757","2","2"
"경상북도 상주시 화동면(4725040000)","1,930","4","4"
"경상북도 상주시 화서면(4725041000)","2,883","16","16"
"경상북도 상주시 화북면(4725042000)","1,184","2","2"
"경상북도 상주시 화북면서부출장소(4725042600)","314","1","1"
"경상북도 상주시 외서면(4725043000)","2,630","6","6"
"경상북도 상주시 은척면(4725044000)","1,143","4","4"
"경상북도 상주시 은척면북부출장소(4725044500)","361","0","0"
"경상북도 상주시 공검면(4725045000)","2,142","2","2"
"경상북도 상주시 이안면(4725046000)","1,982","1","1"
"경상북도 상주시 화남면(4725047000)","783","3","3"
"경상북도 상주시 남원동(4725052000)","11,650","41","41"
"경상북도 상주시 북문동(4725053000)","9,364","44","44"
"경상북도 상주시 계림동(4725054000)","8,949","57","57"
"경상북도 상주시 동문동(4725055000)","7,772","30","30"
"경상북도 상주시 동성동(4725056000)","3,453","6","6"
"경상북도 상주시 신흥동(4725057000)","8,661","35","35"
"경상북도 문경시 (4728000000)","72,390","278","278"
"경상북도 문경시 문경읍(4728025000)","5,908","20","20"
"경상북도 문경시 문경읍갈평출장소(4728025100)","1,111","0","0"
"경상북도 문경시 가은읍(4728025300)","3,308","10","10"
"경상북도 문경시 가은읍북부출장소(4728025400)","860","1","1"
"경상북도 문경시 영순면(4728031000)","2,465","7","7"
"경상북도 문경시 산양면(4728032000)","3,106","11","11"
"경상북도 문경시 호계면(4728033000)","2,502","3","3"
"경상북도 문경시 산북면(4728034000)","2,782","6","6"
"경상북도 문경시 동로면(4728035000)","2,054","2","2"
"경상북도 문경시 마성면(4728036000)","3,615","4","4"
"경상북도 문경시 농암면(4728037000)","2,623","7","7"
"경상북도 문경시 점촌1동(4728057000)","5,889","25","25"
"경상북도 문경시 점촌2동(4728058000)","7,178","33","33"
"경상북도 문경시 점촌3동(4728059000)","9,241","46","46"
"경상북도 문경시 점촌4동(4728060000)","3,194","13","13"
"경상북도 문경시 점촌5동(4728061000)","16,554","90","90"
"경상북도 경산시 (4729000000)","267,579","1,275","1,275"
"경상북도 경산시 하양읍(4729025000)","28,469","130","130"
"경상북도 경산시 진량읍(4729025300)","35,347","135","135"
"경상북도 경산시 압량읍(4729025600)","20,821","154","154"
"경상북도 경산시 와촌면(4729031000)","5,674","10","10"
"경상북도 경산시 자인면(4729033000)","5,426","12","12"
"경상북도 경산시 용성면(4729034000)","3,263","2","2"
"경상북도 경산시 남산면(4729035000)","3,719","1","1"
"경상북도 경산시 남천면(4729037000)","2,887","5","5"
"경상북도 경산시 중방동(4729051000)","9,536","47","47"
"경상북도 경산시 중앙동(4729052000)","6,314","16","16"
"경상북도 경산시 남부동(4729053000)","19,854","116","116"
"경상북도 경산시 서부1동(4729054100)","35,168","103","103"
"경상북도 경산시 서부2동(4729054200)","35,982","276","276"
"경상북도 경산시 북부동(4729055000)","16,305","101","101"
"경상북도 경산시 동부동(4729056000)","38,814","167","167"
"경상북도 군위군 (4772000000)","23,409","55","55"
"경상북도 군위군 군위읍(4772025000)","8,350","28","28"
"경상북도 군위군 소보면(4772031000)","2,291","4","4"
"경상북도 군위군 효령면(4772032000)","3,825","9","9"
"경상북도 군위군 부계면(4772033000)","2,067","4","4"
"경상북도 군위군 우보면(4772034000)","1,976","2","2"
"경상북도 군위군 의흥면(4772035000)","2,380","4","4"
"경상북도 군위군 산성면(4772036000)","1,225","3","3"
"경상북도 군위군 삼국유사면(4772038000)","1,295","1","1"
"경상북도 의성군 (4773000000)","50,597","177","177"
"경상북도 의성군 의성읍(4773025000)","12,914","46","46"
"경상북도 의성군 단촌면(4773031000)","1,919","8","8"
"경상북도 의성군 점곡면(4773032000)","1,588","4","4"
"경상북도 의성군 옥산면(4773033000)","1,745","6","6"
"경상북도 의성군 사곡면(4773034000)","1,567","2","2"
"경상북도 의성군 춘산면(4773035000)","1,472","8","8"
"경상북도 의성군 가음면(4773036000)","1,462","5","5"
"경상북도 의성군 금성면(4773037000)","4,211","13","13"
"경상북도 의성군 봉양면(4773038000)","3,870","18","18"
"경상북도 의성군 비안면(4773039000)","2,572","6","6"
"경상북도 의성군 구천면(4773040000)","1,766","8","8"
"경상북도 의성군 단밀면(4773041000)","1,695","5","5"
"경상북도 의성군 단북면(4773042000)","1,784","8","8"
"경상북도 의성군 안계면(4773043000)","4,504","21","21"
"경상북도 의성군 다인면(4773044000)","3,752","8","8"
"경상북도 의성군 신평면(4773045000)","819","2","2"
"경상북도 의성군 안평면(4773046000)","2,122","5","5"
"경상북도 의성군 안사면(4773047000)","835","4","4"
"경상북도 청송군 (4775000000)","24,532","78","78"
"경상북도 청송군 청송읍(4775025000)","5,093","18","18"
"경상북도 청송군 주왕산면(4775031500)","1,811","5","5"
"경상북도 청송군 부남면(4775032000)","2,470","4","4"
"경상북도 청송군 현동면(4775033000)","2,090","9","9"
"경상북도 청송군 현서면(4775034000)","2,477","4","4"
"경상북도 청송군 안덕면(4775035000)","2,563","6","6"
"경상북도 청송군 파천면(4775036000)","1,741","3","3"
"경상북도 청송군 진보면(4775037000)","6,287","29","29"
"경상북도 영양군 (4776000000)","16,262","42","42"
"경상북도 영양군 영양읍(4776025000)","7,083","26","26"
"경상북도 영양군 입암면(4776031000)","2,106","5","5"
"경상북도 영양군 청기면(4776032000)","1,693","1","1"
"경상북도 영양군 일월면(4776033000)","1,733","1","1"
"경상북도 영양군 수비면(4776034000)","1,658","6","6"
"경상북도 영양군 석보면(4776035000)","1,989","3","3"
"경상북도 영덕군 (4777000000)","35,092","107","107"
"경상북도 영덕군 영덕읍(4777025000)","10,681","58","58"
"경상북도 영덕군 강구면(4777031000)","5,978","16","16"
"경상북도 영덕군 남정면(4777032000)","2,279","3","3"
"경상북도 영덕군 달산면(4777033000)","1,112","0","0"
"경상북도 영덕군 지품면(4777034000)","1,458","4","4"
"경상북도 영덕군 지품면원전출장소(4777034500)","525","0","0"
"경상북도 영덕군 축산면(4777035000)","900","0","0"
"경상북도 영덕군 축산면축산출장소(4777035500)","1,630","2","2"
"경상북도 영덕군 영해면(4777036000)","6,216","16","16"
"경상북도 영덕군 병곡면(4777037000)","2,706","5","5"
"경상북도 영덕군 창수면(4777038000)","1,607","3","3"
"경상북도 청도군 (4782000000)","41,694","102","102"
"경상북도 청도군 화양읍(4782025000)","7,188","29","29"
"경상북도 청도군 화양읍남성현출장소(4782025100)","1,116","3","3"
"경상북도 청도군 청도읍(4782025300)","10,091","28","28"
"경상북도 청도군 청도읍유호출장소(4782025400)","1,575","1","1"
"경상북도 청도군 각남면(4782031000)","2,183","4","4"
"경상북도 청도군 풍각면(4782032000)","3,847","14","14"
"경상북도 청도군 각북면(4782033000)","2,257","1","1"
"경상북도 청도군 이서면(4782034000)","4,495","11","11"
"경상북도 청도군 운문면(4782035000)","2,006","1","1"
"경상북도 청도군 금천면(4782036000)","3,226","6","6"
"경상북도 청도군 매전면(4782037000)","3,710","4","4"
"경상북도 고령군 (4783000000)","30,428","102","102"
"경상북도 고령군 대가야읍(4783025300)","9,834","32","32"
"경상북도 고령군 덕곡면(4783031000)","1,401","4","4"
"경상북도 고령군 운수면(4783032000)","1,797","9","9"
"경상북도 고령군 성산면(4783033000)","2,508","5","5"
"경상북도 고령군 다산면(4783034000)","8,249","39","39"
"경상북도 고령군 개진면(4783035000)","1,888","4","4"
"경상북도 고령군 우곡면(4783036000)","1,533","1","1"
"경상북도 고령군 쌍림면(4783037000)","3,218","8","8"
"경상북도 성주군 (4784000000)","42,910","159","159"
"경상북도 성주군 성주읍(4784025000)","13,461","65","65"
"경상북도 성주군 선남면(4784031000)","6,149","31","31"
"경상북도 성주군 용암면(4784032000)","3,695","11","11"
"경상북도 성주군 수륜면(4784033000)","3,220","7","7"
"경상북도 성주군 가천면(4784034000)","1,990","8","8"
"경상북도 성주군 금수면(4784035000)","1,203","0","0"
"경상북도 성주군 대가면(4784036000)","2,420","3","3"
"경상북도 성주군 벽진면(4784037000)","3,050","12","12"
"경상북도 성주군 초전면(4784038000)","4,428","16","16"
"경상북도 성주군 월항면(4784039000)","3,294","6","6"
"경상북도 칠곡군 (4785000000)","113,312","422","422"
"경상북도 칠곡군 왜관읍(4785025000)","32,545","110","110"
"경상북도 칠곡군 북삼읍(4785025300)","24,315","68","68"
"경상북도 칠곡군 석적읍(4785025600)","31,179","217","217"
"경상북도 칠곡군 지천면(4785031000)","4,081","1","1"
"경상북도 칠곡군 동명면(4785032000)","5,297","6","6"
"경상북도 칠곡군 가산면(4785033000)","3,376","2","2"
"경상북도 칠곡군 약목면(4785036000)","9,427","10","10"
"경상북도 칠곡군 기산면(4785037000)","3,092","8","8"
"경상북도 예천군 (4790000000)","55,647","299","299"
"경상북도 예천군 예천읍(4790025000)","14,511","49","49"
"경상북도 예천군 용문면(4790031000)","2,271","2","2"
"경상북도 예천군 감천면(4790034000)","2,597","3","3"
"경상북도 예천군 보문면(4790035000)","1,660","2","2"
"경상북도 예천군 호명면(4790036000)","19,949","220","220"
"경상북도 예천군 유천면(4790037000)","2,548","12","12"
"경상북도 예천군 용궁면(4790038000)","2,365","2","2"
"경상북도 예천군 개포면(4790039000)","1,509","1","1"
"경상북도 예천군 지보면(4790040000)","2,664","1","1"
"경상북도 예천군 풍양면(4790041000)","3,031","4","4"
"경상북도 예천군 효자면(4790042000)","1,178","1","1"
"경상북도 예천군 은풍면(4790043000)","1,364","2","2"
"경상북도 봉화군 (4792000000)","30,515","65","65"
"경상북도 봉화군 봉화읍(4792025000)","9,577","36","36"
"경상북도 봉화군 물야면(4792031000)","3,050","7","7"
"경상북도 봉화군 봉성면(4792032000)","2,058","0","0"
"경상북도 봉화군 법전면(4792033000)","1,988","2","2"
"경상북도 봉화군 춘양면(4792034000)","4,380","4","4"
"경상북도 봉화군 소천면(4792035000)","2,157","1","1"
"경상북도 봉화군 재산면(4792036000)","1,462","2","2"
"경상북도 봉화군 명호면(4792037000)","2,221","3","3"
"경상북도 봉화군 상운면(4792038000)","1,691","3","3"
"경상북도 봉화군 석포면(4792039000)","1,931","7","7"
"경상북도 울진군 (4793000000)","47,430","179","179"
"경상북도 울진군 울진읍(4793025000)","13,748","62","62"
"경상북도 울진군 평해읍(4793025300)","2,662","3","3"
"경상북도 울진군 북면(4793031000)","6,739","63","63"
"경상북도 울진군 북면하당출장소(4793031500)","687","0","0"
"경상북도 울진군 근남면(4793033000)","2,725","10","10"
"경상북도 울진군 기성면(4793035000)","2,416","1","1"
"경상북도 울진군 온정면(4793036000)","1,657","2","2"
"경상북도 울진군 죽변면(4793037000)","6,200","22","22"
"경상북도 울진군 후포면(4793038000)","7,338","16","16"
"경상북도 울진군 금강송면(4793039000)","1,255","0","0"
"경상북도 울진군 매화면(4793040000)","2,003","0","0"
"경상북도 울릉군 (4794000000)","9,014","24","24"
"경상북도 울릉군 울릉읍(4794025000)","6,349","18","18"
"경상북도 울릉군 서면(4794031000)","921","2","2"
"경상북도 울릉군 서면태하출장소(4794031500)","442","1","1"
"경상북도 울릉군 북면(4794032000)","1,302","3","3"
"경상남도  (4800000000)","3,298,016","14,323","14,323"
"경상남도 창원시 (4812000000)","1,027,429","4,734","4,734"
"경상남도 창원시 의창구 (4812100000)","216,665","1,084","1,084"
"경상남도 창원시 의창구 동읍(4812125000)","19,591","57","57"
"경상남도 창원시 의창구 북면(4812131000)","43,003","362","362"
"경상남도 창원시 의창구 대산면(4812132000)","7,078","17","17"
"경상남도 창원시 의창구 의창동(4812151000)","50,061","272","272"
"경상남도 창원시 의창구 팔룡동(4812152000)","25,817","189","189"
"경상남도 창원시 의창구 명곡동(4812153000)","41,035","105","105"
"경상남도 창원시 의창구 봉림동(4812154000)","30,080","82","82"
"경상남도 창원시 성산구 (4812300000)","250,147","1,210","1,210"
"경상남도 창원시 성산구 반송동(4812351000)","40,478","139","139"
"경상남도 창원시 성산구 용지동(4812351500)","28,809","120","120"
"경상남도 창원시 성산구 중앙동(4812352000)","34,507","183","183"
"경상남도 창원시 성산구 상남동(4812353000)","27,241","107","107"
"경상남도 창원시 성산구 사파동(4812354000)","45,823","238","238"
"경상남도 창원시 성산구 가음정동(4812355000)","39,771","244","244"
"경상남도 창원시 성산구 성주동(4812356000)","25,854","156","156"
"경상남도 창원시 성산구 웅남동(4812357000)","7,664","23","23"
"경상남도 창원시 마산합포구 (4812500000)","180,974","789","789"
"경상남도 창원시 마산합포구 구산면(4812531000)","4,174","2","2"
"경상남도 창원시 마산합포구 진동면(4812532000)","12,031","42","42"
"경상남도 창원시 마산합포구 진북면(4812533000)","3,347","2","2"
"경상남도 창원시 마산합포구 진전면(4812534000)","3,824","2","2"
"경상남도 창원시 마산합포구 현동(4812551000)","13,979","97","97"
"경상남도 창원시 마산합포구 가포동(4812552000)","1,834","4","4"
"경상남도 창원시 마산합포구 월영동(4812553000)","42,407","344","344"
"경상남도 창원시 마산합포구 문화동(4812554000)","11,071","20","20"
"경상남도 창원시 마산합포구 반월중앙동(4812556500)","14,261","33","33"
"경상남도 창원시 마산합포구 완월동(4812557000)","8,973","14","14"
"경상남도 창원시 마산합포구 자산동(4812558000)","10,143","16","16"
"경상남도 창원시 마산합포구 교방동(4812561000)","16,165","93","93"
"경상남도 창원시 마산합포구 오동동(4812563000)","19,325","59","59"
"경상남도 창원시 마산합포구 합포동(4812564000)","7,238","25","25"
"경상남도 창원시 마산합포구 산호동(4812565000)","12,202","36","36"
"경상남도 창원시 마산회원구 (4812700000)","185,215","645","645"
"경상남도 창원시 마산회원구 내서읍(4812725000)","62,867","187","187"
"경상남도 창원시 마산회원구 회원1동(4812751000)","10,128","14","14"
"경상남도 창원시 마산회원구 회원2동(4812752000)","10,044","55","55"
"경상남도 창원시 마산회원구 석전동(4812754500)","16,674","95","95"
"경상남도 창원시 마산회원구 회성동(4812755000)","5,930","11","11"
"경상남도 창원시 마산회원구 양덕1동(4812756000)","10,856","24","24"
"경상남도 창원시 마산회원구 양덕2동(4812757000)","30,869","135","135"
"경상남도 창원시 마산회원구 합성1동(4812758000)","9,176","55","55"
"경상남도 창원시 마산회원구 합성2동(4812759000)","7,455","15","15"
"경상남도 창원시 마산회원구 구암1동(4812760000)","8,776","8","8"
"경상남도 창원시 마산회원구 구암2동(4812761000)","9,267","32","32"
"경상남도 창원시 마산회원구 봉암동(4812762000)","3,173","14","14"
"경상남도 창원시 진해구 (4812900000)","194,428","1,006","1,006"
"경상남도 창원시 진해구 충무동(4812953000)","16,699","80","80"
"경상남도 창원시 진해구 여좌동(4812954000)","8,439","11","11"
"경상남도 창원시 진해구 태백동(4812955000)","3,845","11","11"
"경상남도 창원시 진해구 경화동(4812956000)","11,003","44","44"
"경상남도 창원시 진해구 병암동(4812957000)","7,389","19","19"
"경상남도 창원시 진해구 석동(4812958000)","17,407","55","55"
"경상남도 창원시 진해구 이동(4812959000)","8,557","23","23"
"경상남도 창원시 진해구 자은동(4812960000)","21,026","102","102"
"경상남도 창원시 진해구 덕산동(4812961000)","10,030","69","69"
"경상남도 창원시 진해구 풍호동(4812962000)","25,447","140","140"
"경상남도 창원시 진해구 웅천동(4812963000)","13,004","124","124"
"경상남도 창원시 진해구 웅동1동(4812964000)","7,579","48","48"
"경상남도 창원시 진해구 웅동2동(4812965000)","44,003","280","280"
"경상남도 진주시 (4817000000)","345,463","1,760","1,760"
"경상남도 진주시 문산읍(4817025000)","8,024","31","31"
"경상남도 진주시 내동면(4817031000)","4,005","19","19"
"경상남도 진주시 정촌면(4817032000)","8,706","113","113"
"경상남도 진주시 금곡면(4817033000)","2,194","4","4"
"경상남도 진주시 진성면(4817035000)","1,874","2","2"
"경상남도 진주시 일반성면(4817036000)","2,534","1","1"
"경상남도 진주시 이반성면(4817037000)","1,577","1","1"
"경상남도 진주시 사봉면(4817038000)","1,492","3","3"
"경상남도 진주시 지수면(4817039000)","1,411","1","1"
"경상남도 진주시 대곡면(4817040000)","3,161","9","9"
"경상남도 진주시 금산면(4817041000)","20,632","87","87"
"경상남도 진주시 집현면(4817042000)","4,573","8","8"
"경상남도 진주시 미천면(4817043000)","1,566","4","4"
"경상남도 진주시 명석면(4817044000)","3,957","7","7"
"경상남도 진주시 대평면(4817045000)","1,020","2","2"
"경상남도 진주시 수곡면(4817046000)","2,203","1","1"
"경상남도 진주시 천전동(4817051500)","27,675","87","87"
"경상남도 진주시 성북동(4817055500)","10,187","25","25"
"경상남도 진주시 중앙동(4817056500)","10,843","21","21"
"경상남도 진주시 상봉동(4817059500)","13,647","27","27"
"경상남도 진주시 상대동(4817067300)","19,120","55","55"
"경상남도 진주시 하대동(4817067800)","24,021","82","82"
"경상남도 진주시 상평동(4817068000)","11,393","37","37"
"경상남도 진주시 초장동(4817069500)","26,590","186","186"
"경상남도 진주시 평거동(4817071000)","27,077","116","116"
"경상남도 진주시 신안동(4817071500)","11,439","28","28"
"경상남도 진주시 이현동(4817072000)","11,654","26","26"
"경상남도 진주시 판문동(4817073000)","20,783","102","102"
"경상남도 진주시 가호동(4817074000)","29,063","235","235"
"경상남도 진주시 충무공동(4817075000)","33,042","440","440"
"경상남도 통영시 (4822000000)","124,346","387","387"
"경상남도 통영시 산양읍(4822025000)","4,503","2","2"
"경상남도 통영시 용남면(4822031000)","12,250","58","58"
"경상남도 통영시 도산면(4822033000)","2,801","1","1"
"경상남도 통영시 광도면(4822034000)","30,897","159","159"
"경상남도 통영시 욕지면(4822035000)","1,940","1","1"
"경상남도 통영시 한산면(4822036000)","1,915","1","1"
"경상남도 통영시 사량면(4822037000)","1,431","3","3"
"경상남도 통영시 도천동(4822051000)","8,623","19","19"
"경상남도 통영시 명정동(4822053000)","2,786","2","2"
"경상남도 통영시 중앙동(4822055000)","3,779","3","3"
"경상남도 통영시 정량동(4822059000)","8,605","16","16"
"경상남도 통영시 북신동(4822060000)","10,331","40","40"
"경상남도 통영시 미수동(4822066500)","10,902","14","14"
"경상남도 통영시 봉평동(4822067000)","9,982","20","20"
"경상남도 통영시 무전동(4822070000)","13,601","48","48"
"경상남도 사천시 (4824000000)","109,474","423","423"
"경상남도 사천시 사천읍(4824025000)","17,734","82","82"
"경상남도 사천시 정동면(4824031000)","13,802","102","102"
"경상남도 사천시 사남면(4824032000)","15,263","89","89"
"경상남도 사천시 용현면(4824033000)","7,292","17","17"
"경상남도 사천시 축동면(4824034000)","1,530","1","1"
"경상남도 사천시 곤양면(4824035000)","3,317","2","2"
"경상남도 사천시 곤명면(4824036000)","2,780","2","2"
"경상남도 사천시 서포면(4824037000)","3,421","2","2"
"경상남도 사천시 동서동(4824051000)","5,770","8","8"
"경상남도 사천시 선구동(4824052000)","4,877","8","8"
"경상남도 사천시 동서금동(4824053000)","6,270","26","26"
"경상남도 사천시 벌용동(4824055000)","15,345","54","54"
"경상남도 사천시 향촌동(4824057000)","6,763","18","18"
"경상남도 사천시 남양동(4824059500)","5,070","12","12"
"경상남도 사천시 신수출장소(4824089000)","240","0","0"
"경상남도 사천남양출장소 (4824500000)","0","0","0"
"경상남도 김해시 (4825000000)","536,340","2,680","2,680"
"경상남도 김해시 진영읍(4825025000)","55,349","309","309"
"경상남도 김해시 주촌면(4825032000)","18,721","277","277"
"경상남도 김해시 진례면(4825033000)","6,273","10","10"
"경상남도 김해시 한림면(4825034000)","7,139","7","7"
"경상남도 김해시 생림면(4825035000)","3,766","3","3"
"경상남도 김해시 상동면(4825036000)","3,114","2","2"
"경상남도 김해시 대동면(4825037000)","5,545","4","4"
"경상남도 김해시 동상동(4825051000)","9,495","34","34"
"경상남도 김해시 회현동(4825052000)","8,833","46","46"
"경상남도 김해시 부원동(4825053000)","9,627","45","45"
"경상남도 김해시 내외동(4825054000)","73,074","285","285"
"경상남도 김해시 북부동(4825055000)","82,042","396","396"
"경상남도 김해시 칠산서부동(4825056500)","9,405","21","21"
"경상남도 김해시 활천동(4825058000)","39,163","122","122"
"경상남도 김해시 삼안동(4825059000)","32,099","81","81"
"경상남도 김해시 불암동(4825060000)","7,297","23","23"
"경상남도 김해시 장유1동(4825061000)","56,160","288","288"
